0,18,58,11,16,28,28,12,60,15,16,17,17,30,7,7,26,16,7,36,7,16,7,9,17,16,4,18,27,7,27,96,62,96
18,0,36,8,1,2,2,5,14,8,1,1,5,19,5,5,2,11,5,27,5,11,5,6,2,1,3,10,10,5,50,12,31,61
58,36,0,23,4,5,5,19,26,43,4,4,9,25,13,13,2,9,13,17,13,9,13,22,14,6,7,60,48,15,21,27,92,78
11,8,23,0,0,1,1,1,8,3,0,0,10,18,2,2,2,1,2,4,2,1,2,3,2,1,1,5,5,2,8,8,15,28
16,1,4,0,0,2,1,0,3,1,2,0,0,1,0,0,3,0,0,1,0,0,0,0,1,1,0,1,2,0,2,5,3,4
28,2,5,1,2,0,0,1,4,1,1,1,1,2,0,0,14,1,0,2,0,1,0,0,1,1,0,1,2,0,2,6,3,4
28,2,5,1,1,0,0,1,4,1,2,1,1,2,0,0,14,1,0,2,0,1,0,0,1,1,0,1,2,0,2,6,3,4
12,5,19,1,0,1,1,0,6,1,0,0,0,4,1,1,2,0,1,2,1,0,1,2,2,1,0,3,3,1,6,7,13,14
60,14,26,8,3,4,4,6,0,2,3,3,4,6,3,3,2,5,3,6,3,5,3,7,5,5,3,6,5,4,25,11,26,42
15,8,43,3,1,1,1,1,2,0,1,1,2,3,2,2,0,2,2,5,2,2,2,4,3,2,1,3,1,2,5,7,9,27
16,1,4,0,2,1,2,0,3,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,1,0,1,2,0,2,5,3,4
17,1,4,0,0,1,1,0,3,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,1,0,1,2,0,2,5,3,4
17,5,9,10,0,1,1,0,4,2,0,0,0,2,0,0,2,1,0,2,0,1,0,0,1,1,0,2,3,0,3,5,4,5
30,19,25,18,1,2,2,4,6,3,1,1,2,0,5,5,2,2,5,2,5,2,5,7,4,3,4,6,5,5,8,11,15,73
7,5,13,2,0,0,0,1,3,2,0,0,0,5,0,0,0,0,0,2,0,0,0,3,3,4,1,4,3,1,2,7,17,17
7,5,13,2,0,0,0,1,3,2,0,0,0,5,0,0,0,0,0,2,0,0,0,3,3,4,1,4,3,1,2,7,17,17
26,2,2,2,3,14,14,2,2,0,3,2,2,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
16,11,9,1,0,1,1,0,5,2,0,0,1,2,0,0,2,0,0,2,0,0,0,0,1,1,0,2,3,0,4,5,5,7
7,5,13,2,0,0,0,1,3,2,0,0,0,5,0,0,0,0,0,2,0,0,0,3,3,4,1,4,3,1,2,7,17,17
36,27,17,4,1,2,2,2,6,5,1,1,2,2,2,2,2,2,2,0,2,2,2,3,3,3,2,6,6,2,4,7,8,54
7,5,13,2,0,0,0,1,3,2,0,0,0,5,0,0,0,0,0,2,0,0,0,3,3,4,1,4,3,1,2,7,17,17
16,11,9,1,0,1,1,0,5,2,0,0,1,2,0,0,2,0,0,2,0,0,0,0,1,1,0,2,3,0,4,5,5,7
7,5,13,2,0,0,0,1,3,2,0,0,0,5,0,0,0,0,0,2,0,0,0,3,3,4,1,4,3,1,2,7,17,17
9,6,22,3,0,0,0,2,7,4,0,0,0,7,3,3,0,0,3,3,3,0,3,0,8,29,3,23,6,6,5,11,30,26
17,2,14,2,1,1,1,2,5,3,1,1,1,4,3,3,0,1,3,3,3,1,3,8,0,5,2,32,4,5,3,44,15,29
16,1,6,1,1,1,1,1,5,2,1,1,1,3,4,4,0,1,4,3,4,1,4,29,5,0,3,5,3,5,4,42,18,27
4,3,7,1,0,0,0,0,3,1,0,0,0,4,1,1,0,0,1,2,1,0,1,3,2,3,0,3,1,11,2,4,10,18
18,10,60,5,1,1,1,3,6,3,1,1,2,6,4,4,0,2,4,6,4,2,4,23,32,5,3,0,5,6,7,13,20,38
27,10,48,5,2,2,2,3,5,1,2,2,3,5,3,3,0,3,3,6,3,3,3,6,4,3,1,5,0,3,6,34,17,23
7,5,15,2,0,0,0,1,4,2,0,0,0,5,1,1,0,0,1,2,1,0,1,6,5,5,11,6,3,0,3,9,23,16
27,50,21,8,2,2,2,6,25,5,2,2,3,8,2,2,0,4,2,4,2,4,2,5,3,4,2,7,6,3,0,11,29,30
96,12,27,8,5,6,6,7,11,7,5,5,5,11,7,7,2,5,7,7,7,5,7,11,44,42,4,13,34,9,11,0,59,57
62,31,92,15,3,3,3,13,26,9,3,3,4,15,17,17,0,5,17,8,17,5,17,30,15,18,10,20,17,23,29,59,0,12
96,61,78,28,4,4,4,14,42,27,4,4,5,73,17,17,0,7,17,54,17,7,17,26,29,27,18,38,23,16,30,57,12,0
