0,71,73,56,39,39,39,37,31,5,39,18,23,40,0,0,2,20,0,21,0,20,0,0,1,1,0,5,6,0,10,21,7,9
71,0,42,29,9,9,9,23,12,4,9,7,9,26,0,0,0,14,0,15,0,14,0,0,0,0,0,4,4,0,15,7,7,6
73,42,0,37,7,7,7,30,36,11,7,5,7,33,2,2,0,7,2,7,2,7,2,4,0,0,0,12,12,3,7,8,34,16
56,29,37,0,7,7,7,21,8,4,7,5,15,24,0,0,0,7,0,7,0,7,0,0,0,0,0,4,4,0,4,5,5,3
39,9,7,7,0,1,14,5,3,0,12,2,3,5,0,0,2,3,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,0
39,9,7,7,1,0,14,5,3,0,14,2,3,5,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,0
39,9,7,7,14,14,0,5,3,0,1,2,3,5,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,0
37,23,30,21,5,5,5,0,5,3,5,3,4,0,0,0,0,4,0,4,0,4,0,0,0,0,0,3,3,0,3,3,4,0
31,12,36,8,3,3,3,5,0,4,3,1,2,7,3,3,0,2,3,4,3,2,3,6,0,0,3,5,5,6,28,5,33,29
5,4,11,4,0,0,0,3,4,0,0,0,0,3,1,1,0,0,1,0,1,0,1,3,0,0,1,1,1,3,2,2,11,15
39,9,7,7,12,14,1,5,3,0,0,2,3,5,0,0,2,3,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,0
18,7,5,5,2,2,2,3,1,0,2,0,1,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,9,7,15,3,3,3,4,2,0,3,1,0,4,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0
40,26,33,24,5,5,5,0,7,3,5,3,4,0,1,1,0,4,1,4,1,4,1,3,0,0,1,4,4,3,5,5,14,21
0,0,2,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,2,2,2,3,2,1,10,12
0,0,2,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,2,2,2,3,2,1,10,12
2,0,0,0,2,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,14,7,7,3,3,3,4,2,0,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,2,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,2,2,2,3,2,1,10,12
21,15,7,7,3,3,3,4,4,0,3,1,2,4,1,1,0,0,1,0,1,0,1,3,0,0,1,1,1,3,3,3,10,16
0,0,2,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,2,2,2,3,2,1,10,12
20,14,7,7,3,3,3,4,2,0,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,2,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,2,2,2,3,2,1,10,12
0,0,4,0,0,0,0,0,6,3,0,0,0,3,3,3,0,0,3,3,3,0,3,0,2,5,3,17,4,25,5,5,21,38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,2,2,0,0,8,2,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,2,2,2,0,8,4,6
0,0,0,0,0,0,0,0,3,1,0,0,0,1,2,2,0,0,2,1,2,0,2,3,0,0,0,2,2,14,3,3,10,25
5,4,12,4,0,0,0,3,5,1,0,0,0,4,2,2,0,0,2,1,2,0,2,17,2,2,2,0,2,3,3,4,11,28
6,4,12,4,0,0,0,3,5,1,0,0,0,4,2,2,0,0,2,1,2,0,2,4,2,2,2,2,0,4,3,19,10,31
0,0,3,0,0,0,0,0,6,3,0,0,0,3,3,3,0,0,3,3,3,0,3,25,0,2,14,3,4,0,5,4,20,34
10,15,7,4,0,0,0,3,28,2,0,0,0,5,2,2,0,1,2,3,2,1,2,5,0,0,3,3,3,5,0,3,19,29
21,7,8,5,2,2,2,3,5,2,2,0,1,5,1,1,0,1,1,3,1,1,1,5,8,8,3,4,19,4,3,0,13,32
7,7,34,5,0,0,0,4,33,11,0,0,0,14,10,10,0,0,10,10,10,0,10,21,2,4,10,11,10,20,19,13,0,72
9,6,16,3,0,0,0,0,29,15,0,0,0,21,12,12,0,0,12,16,12,0,12,38,4,6,25,28,31,34,29,32,72,0
